urn,aspect,metadata,createdon,createdby
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.asymmetric,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:phillipe@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:14,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.information_schema.table_privileges,PROD)",datasetKey,"{""name"":""long_tail_companions.information_schema.table_privileges"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-21 4:29:05,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bleedingedge_synergies,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.bleedingedge_synergies"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:02,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.vision_oriented,PROD)",datasetKey,"{""name"":""long_tail_companions.data_platform.vision_oriented"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:34,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.vision_oriented,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:52:15,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.valueadded_markets,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.worldclass_schemas,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.crossmedia_content,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:phillipe@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:41,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.compatability_matrix,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:phillipe@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:34,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.public.#tableau_1141_1_connect_checkcreatetemptablecap,PROD)",datasetKey,"{""name"":""long_tail_companions.public.#tableau_1141_1_connect_checkcreatetemptablecap"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-10-05 18:13:18,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.multimedia,PROD)",datasetKey,"{""name"":""long_tail_companions.marketing.multimedia"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:21,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.multimedia,PROD)",domains,"{""domains"":[""urn:li:domain:38ff2687-20fb-436c-bb59-4be4f4213fc9""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.usercentric_roi,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.synergistic_models,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.synergistic_models"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:06,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.frontend_solutions,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.popular_dog_names,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.information_schema.information_schema_catalog_name,PROD)",datasetKey,"{""name"":""long_tail_companions.information_schema.information_schema_catalog_name"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-21 4:28:58,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.exclusive_offers,PROD)",datasetKey,"{""name"":""long_tail_companions.marketing.exclusive_offers"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:16,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.interactive,PROD)",datasetKey,"{""name"":""long_tail_companions.marketing.interactive"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:19,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.exclusive_offers,PROD)",domains,"{""domains"":[""urn:li:domain:38ff2687-20fb-436c-bb59-4be4f4213fc9""]}",2024-08-06 19:52:58,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.marketing.interactive,PROD)",domains,"{""domains"":[""urn:li:domain:38ff2687-20fb-436c-bb59-4be4f4213fc9""]}",2024-08-06 19:52:58,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.webenabled_ebusiness,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.customized_eyeballs,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.outofthebox_niches,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.robust_systems,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bricksandclicks_convergence,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.challenge,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:phillipe@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:31,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.high_level,PROD)",datasetKey,"{""name"":""long_tail_companions.data_platform.high_level"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:26,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.daily_vortals,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.daily_vortals"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:15,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.scalable_content,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.scalable_content"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:00,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.high_level,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:52:15,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.client_driven,PROD)",datasetKey,"{""name"":""long_tail_companions.data_platform.client_driven"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:24,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.client_driven,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:52:15,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.outofthebox_eservices,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.outofthebox_eservices"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:51,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.transparent_ebusiness,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.cohesive,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:05,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.data_platform.extranet,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.matrix,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.opensource_interfaces,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:phillipe@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:25,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.target_solutions,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.target_solutions"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:37:08,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.process_details,PROD)",datasetKey,"{""name"":""long_tail_companions.finance.process_details"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:03,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.orders,PROD)",datasetKey,"{""name"":""long_tail_companions.ecommerce.orders"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2023-07-14 22:41:37,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.global_platforms,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.global_platforms"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:28,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.finance.process_details,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:52:58,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.ecommerce.orders,PROD)",domains,"{""domains"":[""urn:li:domain:7186eeff-a860-4b0a-989f-69473a0c9c67""]}",2024-08-06 19:51:53,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.robust_applications,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.integrated_methodologies,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:phillipe@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:34,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.bestofbreed_web,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.bestofbreed_web"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:00,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.long_tail_customers,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.long_tail_customers"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-21 4:23:28,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.b2b_initiatives,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.b2b_initiatives"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:35:56,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.well_modulated,PROD)",datasetKey,"{""name"":""long_tail_companions.product_management.well_modulated"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:41,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.well_modulated,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.cuttingedge_eyeballs,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.cuttingedge_eyeballs"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:14,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.frictionless_paradigms,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.frictionless_paradigms"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:23,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.daily_web,PROD)",datasetKey,"{""name"":""long_tail_companions.analytics.daily_web"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:36:15,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.clicksandmortar_platforms,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:phillipe@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:29,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.adoption.b2c_ecommerce,PROD)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:phillipe@longtail.com"",""type"":""TECHNICAL_OWNER""}]}",2024-03-26 6:39:13,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.frictionless_solutions,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:55,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.global_bandwidth,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:37:06,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.analytics.ebusiness_eservices,PROD)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:__datahub_system"",""time"":1733985294599},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""}]}",2024-12-12 6:36:59,urn:li:corpuser:__datahub_system
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.methodology,PROD)",datasetKey,"{""name"":""long_tail_companions.product_management.methodology"",""platform"":""urn:li:dataPlatform:snowflake"",""origin"":""PROD""}",2022-03-22 3:38:34,urn:li:corpuser:UNKNOWN
"urn:li:dataset:(urn:li:dataPlatform:snowflake,long_tail_companions.product_management.methodology,PROD)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2024-08-06 19:53:40,urn:li:corpuser:tommy@longtail.com
"urn:li:dashboard:(looker,dashboards.34)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/34"",""charts"":[""urn:li:chart:(looker,dashboard_elements.163)"",""urn:li:chart:(looker,dashboard_elements.164)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916238000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916248000}},""datasets"":[],""title"":""Monthly Adoption Projection YTD"",""dashboards"":[]}",2024-12-12 23:00:08,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.27)",domains,"{""domains"":[""urn:li:domain:7d64d0fa-66c3-445c-83db-3a324723daf8""]}",2022-07-07 21:58:25,urn:li:corpuser:admin
"urn:li:dashboard:(looker,dashboards.27)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.32)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/32"",""charts"":[""urn:li:chart:(looker,dashboard_elements.152)"",""urn:li:chart:(looker,dashboard_elements.151)"",""urn:li:chart:(looker,dashboard_elements.148)"",""urn:li:chart:(looker,dashboard_elements.150)"",""urn:li:chart:(looker,dashboard_elements.162)"",""urn:li:chart:(looker,dashboard_elements.154)"",""urn:li:chart:(looker,dashboard_elements.149)"",""urn:li:chart:(looker,dashboard_elements.153)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916154000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916195000}},""datasets"":[],""title"":""Annual Campaign Driven Adoptions"",""dashboards"":[]}",2024-12-12 23:00:08,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.thelook::business_pulse)",dashboardKey,"{""dashboardId"":""dashboards.thelook::business_pulse"",""dashboardTool"":""looker""}",2022-03-22 3:49:36,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.thelook::cohort_data_tool)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/thelook::cohort_data_tool"",""charts"":[""urn:li:chart:(looker,dashboard_elements.998b5ed37e91f2a2645e00bf662b5a44)"",""urn:li:chart:(looker,dashboard_elements.16592230bdf2321f8940f350b12593a3)"",""urn:li:chart:(looker,dashboard_elements.6eade5b63c6d2eb4393f456dd3ce17cc)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:unknown"",""time"":0},""lastModified"":{""actor"":""urn:li:corpuser:unknown"",""time"":0}},""datasets"":[],""title"":""Cohort Data Tool"",""dashboards"":[]}",2024-12-12 23:00:16,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.21)",dashboardKey,"{""dashboardId"":""dashboards.21"",""dashboardTool"":""looker""}",2022-03-22 3:49:30,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.32)",dashboardKey,"{""dashboardId"":""dashboards.32"",""dashboardTool"":""looker""}",2022-03-22 3:49:34,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.19)",domains,"{""domains"":[""urn:li:domain:7d64d0fa-66c3-445c-83db-3a324723daf8""]}",2023-04-18 17:20:45,urn:li:corpuser:tommy@longtail.com
"urn:li:dashboard:(looker,dashboards.19)",glossaryTerms,"{""auditStamp"":{""actor"":""urn:li:corpuser:admin"",""time"":1683823612332},""terms"":[{""urn"":""urn:li:glossaryTerm:9afa9a59-93b2-47cb-9094-aa342eec24ad""},{""urn"":""urn:li:glossaryTerm:Adoption.ReturnRate""},{""urn"":""urn:li:glossaryTerm:Classification.Confidential""}]}",2023-05-11 16:46:52,urn:li:corpuser:admin
"urn:li:dashboard:(looker,dashboards.24)",dashboardInfo,"{""description"":"""",""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/24"",""charts"":[""urn:li:chart:(looker,dashboard_elements.128)""],""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647915999000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647916008000}},""customProperties"":{},""title"":""Adopted Pets""}",2022-07-08 5:34:50,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.24)",dashboardKey,"{""dashboardId"":""dashboards.24"",""dashboardTool"":""looker""}",2022-03-22 3:49:29,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.24)",domains,"{""domains"":[""urn:li:domain:0da1ef03-8870-45db-9f47-ef4f592f095c""]}",2023-02-28 17:22:14,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.24)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.17)",dashboardInfo,"{""description"":"""",""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/17"",""charts"":[""urn:li:chart:(looker,dashboard_elements.99)""],""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647914689000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647914689000}},""customProperties"":{},""title"":""Best of Breed Campaign""}",2022-07-08 5:34:47,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.17)",dashboardKey,"{""dashboardId"":""dashboards.17"",""dashboardTool"":""looker""}",2022-03-22 3:49:27,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.17)",domains,"{""domains"":[""urn:li:domain:7d64d0fa-66c3-445c-83db-3a324723daf8""]}",2022-07-07 22:08:21,urn:li:corpuser:admin
"urn:li:dashboard:(looker,dashboards.17)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.11)",domains,"{""domains"":[""urn:li:domain:38ff2687-20fb-436c-bb59-4be4f4213fc9""]}",2023-08-10 17:40:12,urn:li:corpuser:admin
"urn:li:dashboard:(looker,dashboards.11)",ownership,"{""owners"":[{""owner"":""urn:li:corpuser:mitch@longtail.com"",""type"":""BUSINESS_OWNER""}]}",2024-03-14 15:06:11,urn:li:corpuser:__datahub_system
"urn:li:dashboard:(looker,dashboards.11)",dashboardKey,"{""dashboardId"":""dashboards.11"",""dashboardTool"":""looker""}",2022-03-22 3:49:21,urn:li:corpuser:UNKNOWN
"urn:li:dashboard:(looker,dashboards.15)",dashboardInfo,"{""dashboardUrl"":""https://longtail.cloud.looker.com/dashboards/15"",""charts"":[""urn:li:chart:(looker,dashboard_elements.103)"",""urn:li:chart:(looker,dashboard_elements.97)""],""customProperties"":{},""description"":"""",""lastModified"":{""created"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647914336000},""lastModified"":{""actor"":""urn:li:corpuser:terrance@longtail.com"",""time"":1647915362000}},""datasets"":[],""title"":""Monthly Adoption Projection"",""dashboards"":[]}",2024-12-12 23:00:10,urn:li:corpuser:__datahub_system
